baseMean log2FoldChange lfcSE pvalue padj Description Species Contaminant xenic UniProt.KEGG.Terms UniProt.GO.Biological UniProt.GO.Cellular UniProt.GO.Molecular EggNOG.Predicted.Gene EggNOG.Description EggNOG.KEGG.Terms EggNOG.GO.Biological EggNOG.GO.Cellular EggNOG.GO.Molecular EggNOG.Protein.Domains
TR226813|c0_g1_i1 3.20987559351462 -1.44106949977174e-07 0.00144269492120969 1.16920745763101e-14 4.77831703784641e-10    FALSE NA          
TR238154|c5_g2_i2 5.97933434859718 -1.53500288556802e-07 0.00144269503294199 1.07453748362937e-13 2.19570989404825e-09    FALSE NA          
TR235241|c0_g2_i6 0.791621125073296 -1.97084391272177e-07 0.00144269497625605 8.12235907533895e-13 1.10648190230317e-08 tr|A0A2R7VTS4|A0A2R7VTS4_ONCFA Mic1 domain-containing protein OS=Oncopeltus fasciatus OX=7536 GN=OFAS_OFAS002695 PE=4 SV=1 oncopeltus fasciatus No FALSE NA     Colon cancer-associated protein Mic1-like     PFAM (Mic1)
TR221454|c2_g6_i5 0.464673090602529 -3.68160782813456e-07 0.00144269505516771 6.1670955021451e-12 6.30092147454165e-08 XP_014292360.1 tyrosine-protein kinase Abl isoform X1 [Halyomorpha halys] halyomorpha halys No FALSE NA     tyrosine-protein kinase 4012,4110,4360,4722,5130,5131,5200,5220,5416 GO:0000003(L=1),GO:0000902(L=5),GO:0000904(L=5),GO:0001700(L=6),GO:0001703(L=7),GO:0001764(L=7),GO:0002009(L=5),GO:0002064(L=6),GO:0003008(L=2),GO:0003382(L=6),GO:0003401(L=5),GO:0003402(L=9),GO:0006464(L=5),GO:0006468(L=6),GO:0006793(L=3),GO:0006796(L=4),GO:0006810(L=3),GO:0006928(L=3),GO:0006935(L=3),GO:0007154(L=2),GO:0007165(L=3),GO:0007166(L=4),GO:0007267(L=3),GO:0007268(L=7),GO:0007275(L=3),GO:0007276(L=3),GO:0007292(L=5),GO:0007300(L=5),GO:0007303(L=4),GO:0007369(L=6),GO:0007370(L=7),GO:0007391(L=7),GO:0007399(L=5),GO:0007409(L=7),GO:0007411(L=7),GO:0007417(L=5),GO:0008037(L=3),GO:0008038(L=5),GO:0008045(L=6),GO:0008064(L=6),GO:0008150(L=0),GO:0008152(L=1),GO:0008360(L=6),GO:0008582(L=6),GO:0009605(L=2),GO:0009653(L=3),GO:0009790(L=4),GO:0009792(L=5),GO:0009888(L=3),GO:0009987(L=1),GO:0010004(L=8),GO:0010468(L=5),GO:0010608(L=6),GO:0016043(L=2),GO:0016055(L=5),GO:0016198(L=6),GO:0016199(L=9),GO:0016202(L=6),GO:0016310(L=5),GO:0016331(L=6),GO:0016477(L=4),GO:0016482(L=4),GO:0018108(L=7),GO:0018193(L=6),GO:0018212(L=7),GO:0019222(L=3),GO:0019226(L=4),GO:0019538(L=3),GO:0019953(L=2),GO:0022008(L=5),GO:0022414(L=2),GO:0022603(L=4),GO:0022604(L=5),GO:0023052(L=1),GO:0030030(L=3),GO:0030154(L=4),GO:0030182(L=7),GO:0030832(L=6),GO:0030855(L=5),GO:0031175(L=5),GO:0031647(L=3),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0032535(L=3),GO:0032879(L=3),GO:0032880(L=4),GO:0032956(L=5),GO:0032970(L=4),GO:0032989(L=4),GO:0032990(L=5),GO:0033043(L=5),GO:0035567(L=6),GO:0035637(L=3),GO:0036211(L=4),GO:0040007(L=1),GO:0040008(L=3),GO:0040011(L=1),GO:0042221(L=2),GO:0042330(L=3),GO:0043170(L=3),GO:0043412(L=4),GO:0044087(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044260(L=3),GO:0044267(L=4),GO:0044699(L=1),GO:0044700(L=2),GO:0044702(L=3),GO:0044707(L=2),GO:0044763(L=2),GO:0044765(L=3),GO:0044767(L=2),GO:0045595(L=5),GO:0045886(L=7),GO:0045926(L=4),GO:0046907(L=3),GO:0048468(L=5),GO:0048477(L=4),GO:0048519(L=3),GO:0048523(L=4),GO:0048589(L=2),GO:0048598(L=5),GO:0048609(L=3),GO:0048634(L=5),GO:0048638(L=4),GO:0048640(L=5),GO:0048641(L=7),GO:0048646(L=3),GO:0048666(L=6),GO:0048667(L=6),GO:0048699(L=7),GO:0048729(L=4),GO:0048731(L=4),GO:0048742(L=8),GO:0048812(L=6),GO:0048856(L=2),GO:0048858(L=5),GO:0048869(L=3),GO:0048870(L=3),GO:0050789(L=2),GO:0050793(L=3),GO:0050794(L=3),GO:0050803(L=3),GO:0050807(L=5),GO:0050877(L=3),GO:0050896(L=1),GO:0051093(L=4),GO:0051128(L=4),GO:0051129(L=5),GO:0051147(L=6),GO:0051153(L=7),GO:0051179(L=1),GO:0051234(L=2),GO:0051239(L=3),GO:0051493(L=6),GO:0051641(L=2),GO:0051649(L=3),GO:0051674(L=2),GO:0051716(L=2),GO:0051960(L=5),GO:0051961(L=5),GO:0051963(L=5),GO:0051964(L=6),GO:0060071(L=8),GO:0060255(L=4),GO:0060284(L=5),GO:0060429(L=4),GO:0060560(L=3),GO:0061564(L=8),GO:0065007(L=1),GO:0065008(L=2),GO:0071704(L=2),GO:0071840(L=1),GO:0090066(L=3),GO:0090175(L=6),GO:0097485(L=4),GO:1901861(L=5),GO:2000026(L=4),GO:2000027(L=5), GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005829(L=4),GO:0005886(L=3),GO:0005911(L=2),GO:0005912(L=3),GO:0005924(L=3),GO:0005927(L=4),GO:0005938(L=5),GO:0016020(L=1),GO:0019897(L=3),GO:0019898(L=3),GO:0030054(L=1),GO:0030055(L=2),GO:0030424(L=5),GO:0042995(L=3),GO:0043005(L=4),GO:0044424(L=3),GO:0044425(L=2),GO:0044444(L=4),GO:0044448(L=6),GO:0044459(L=3),GO:0044464(L=2),GO:0045177(L=3),GO:0045179(L=7),GO:0070161(L=2),GO:0071944(L=3),GO:0097458(L=3), GO:0000166(L=3),GO:0001882(L=3),GO:0001883(L=4),GO:0003674(L=0),GO:0003824(L=1),GO:0004672(L=5),GO:0004713(L=6),GO:0004715(L=7),GO:0005488(L=1),GO:0005515(L=2),GO:0005524(L=7),GO:0016301(L=4),GO:0016740(L=2),GO:0016772(L=3),GO:0016773(L=4),GO:0017076(L=4),GO:0030554(L=5),GO:0032549(L=4),GO:0032550(L=5),GO:0032553(L=3),GO:0032555(L=4),GO:0032559(L=6),GO:0035639(L=4),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2), PFAM (Pkinase_Tyr, Pkinase, SH3_1, SH2, SH3_2), SMART (TyrKc, SH2, SH3, FABD, TRANS, COIL)
TR273218|c0_g1_i1 9.50742257854183 -3.24232100140112 0.776610206816517 4.0921209139553e-07 0.00334473595023051    FALSE NA          
TR231846|c1_g1_i3 4.20607905546395 -1.64430628850701 0.465168388107151 3.21564409942051e-06 0.0187738490078739    FALSE NA          
TR241530|c0_g1_i1 8.20001319613393 3.45473343242867 1.10003177240451 3.19832987686285e-06 0.0187738490078739    FALSE NA          
TR277170|c3_g1_i1 113.054774052326 -2.78276474283564e-06 0.00144269547383179 4.17903602438709e-06 0.0213486055305814 tr|A0A0A9WM13|A0A0A9WM13_LYGHE Uncharacterized protein OS=Lygus hesperus OX=30085 GN=CM83_16224 PE=4 SV=1 lygus hesperus No FALSE NA          
TR206440|c0_g1_i2 7.26757946274316 2.27649217152793 0.691830006632614 1.36651371221427e-05 0.0620518693230807 tr|R4WPU6|R4WPU6_RIPPE Carboxylic ester hydrolase OS=Riptortus pedestris OX=329032 PE=2 SV=1 riptortus pedestris No FALSE NA     Esterase  GO:0008150(L=0),GO:0008152(L=1),  GO:0003674(L=0),GO:0003824(L=1),GO:0003990(L=6),GO:0004104(L=5),GO:0016787(L=2),GO:0016788(L=3),GO:0050253(L=5),GO:0052689(L=4),GO:0080030(L=5),GO:0080031(L=5),GO:0080032(L=5), PFAM (COesterase, Abhydrolase_3), SMART (SIGNAL, TRANS)
TR277749|c1_g1_i1 12.4048840254962 -2.06367317993763 0.823981071291 2.28357836432621e-05 0.0933252805932836    FALSE NA          
TR213400|c2_g2_i1 4.02557824388013 -4.19415090532176e-06 0.00144269633920347 3.64040001154419e-05 0.115226690047339    FALSE NA          
